flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,submissionTime,versionId,link,linkedEvents,sentNotifications,data_evento,duracao_minutos,instrumentos
2026-02-02T02:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 02:45:00+00:00,2026-02-02 02:51:00+00:00,2026-02-02 02:59:00+00:00,M5.2,N13E35,14366.0,,2026-02-02T03:05Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44367/-1,[{'activityID': '2026-02-02T03:12:00-CME-001'}],"[{'messageID': '20260202-AL-005', 'messageIssueTime': '2026-02-02T02:54Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44368/1'}, {'messageID': '20260202-AL-006', 'messageIssueTime': '2026-02-02T03:06Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44370/1'}]",2026-02-02,14.0,GOES-P: EXIS 1.0-8.0
2026-02-02T03:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 03:44:00+00:00,2026-02-02 03:46:00+00:00,2026-02-02 03:49:00+00:00,M1.9,N13E35,14366.0,,2026-02-02T04:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44374/-1,,,2026-02-02,5.0,GOES-P: EXIS 1.0-8.0
2026-02-02T04:39:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 04:39:00+00:00,2026-02-02 04:47:00+00:00,2026-02-02 04:56:00+00:00,M3.0,N16E36,14366.0,,2026-02-02T12:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44381/-1,,,2026-02-02,17.0,GOES-P: EXIS 1.0-8.0
2026-02-02T05:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 05:10:00+00:00,2026-02-02 05:16:00+00:00,2026-02-02 05:19:00+00:00,M1.6,N16E33,14366.0,,2026-02-02T12:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44382/-1,,,2026-02-02,9.0,GOES-P: EXIS 1.0-8.0
2026-02-02T05:19:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 05:19:00+00:00,2026-02-02 05:27:00+00:00,2026-02-02 05:35:00+00:00,M2.3,N15E33,14366.0,,2026-02-02T12:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44383/-1,,,2026-02-02,16.0,GOES-P: EXIS 1.0-8.0
2026-02-02T07:39:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 07:39:00+00:00,2026-02-02 08:14:00+00:00,2026-02-02 08:40:00+00:00,X1.6,N14E30,14366.0,,2026-02-02T12:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44375/-1,,"[{'messageID': '20260202-AL-007', 'messageIssueTime': '2026-02-02T08:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44376/1'}, {'messageID': '20260202-AL-009', 'messageIssueTime': '2026-02-02T12:20Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44379/1'}]",2026-02-02,61.0,GOES-P: EXIS 1.0-8.0
2026-02-02T10:17:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 10:17:00+00:00,2026-02-02 10:24:00+00:00,2026-02-02 10:34:00+00:00,M1.9,N14E29,14366.0,,2026-02-02T13:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44384/-1,,,2026-02-02,17.0,GOES-P: EXIS 1.0-8.0
2026-02-02T11:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 11:15:00+00:00,2026-02-02 11:24:00+00:00,2026-02-02 11:30:00+00:00,M6.7,N14E29,14366.0,,2026-02-02T12:17Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44377/-1,[{'activityID': '2026-02-02T12:24:00-CME-001'}],"[{'messageID': '20260202-AL-008', 'messageIssueTime': '2026-02-02T11:26Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44378/1'}, {'messageID': '20260202-AL-010', 'messageIssueTime': '2026-02-02T12:21Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44380/1'}]",2026-02-02,15.0,GOES-P: EXIS 1.0-8.0
2026-02-02T13:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 13:32:00+00:00,2026-02-02 13:39:00+00:00,2026-02-02 13:43:00+00:00,M1.1,N12E31,14366.0,,2026-02-02T13:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44385/-1,,,2026-02-02,11.0,GOES-P: EXIS 1.0-8.0
2026-02-02T14:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 14:49:00+00:00,2026-02-02 15:01:00+00:00,2026-02-02 15:14:00+00:00,M4.0,N13E26,14366.0,,2026-02-02T15:19Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44389/-1,,,2026-02-02,25.0,GOES-P: EXIS 1.0-8.0
2026-02-02T17:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 17:03:00+00:00,2026-02-02 17:10:00+00:00,2026-02-02 17:30:00+00:00,M2.3,N14E26,14366.0,,2026-02-02T17:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44391/-1,,,2026-02-02,27.0,GOES-P: EXIS 1.0-8.0
2026-02-02T18:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 18:26:00+00:00,2026-02-02 18:29:00+00:00,2026-02-02 18:31:00+00:00,M2.3,N14E25,14366.0,,2026-02-02T18:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44394/-1,,,2026-02-02,5.0,GOES-P: EXIS 1.0-8.0
2026-02-02T19:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 19:41:00+00:00,2026-02-02 20:09:00+00:00,2026-02-02 20:32:00+00:00,M2.9,N14E24,14366.0,Peak occurs at 2026-02-02T20:09Z as it wavers ~M2.9 for several minutes.,2026-02-02T20:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44397/-1,,,2026-02-02,51.0,GOES-P: EXIS 1.0-8.0
2026-02-02T20:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 20:52:00+00:00,2026-02-02 21:08:00+00:00,2026-02-02 21:17:00+00:00,M3.3,N15E24,14366.0,,2026-02-02T21:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44398/-1,,,2026-02-02,25.0,GOES-P: EXIS 1.0-8.0
2026-02-02T23:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 23:21:00+00:00,2026-02-02 23:27:00+00:00,2026-02-02 23:31:00+00:00,M2.5,N12E20,14366.0,,2026-02-02T23:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44399/-1,,,2026-02-02,10.0,GOES-P: EXIS 1.0-8.0
2026-02-03T01:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 01:31:00+00:00,2026-02-03 01:49:00+00:00,2026-02-03 02:21:00+00:00,M1.5,N12E20,14366.0,,2026-02-03T02:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44405/-1,,,2026-02-03,50.0,GOES-P: EXIS 1.0-8.0
2026-02-03T02:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 02:25:00+00:00,2026-02-03 02:32:00+00:00,2026-02-03 02:34:00+00:00,M1.1,N12E20,14366.0,,2026-02-03T16:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44424/-1,,,2026-02-03,9.0,GOES-P: EXIS 1.0-8.0
2026-02-03T04:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 04:13:00+00:00,2026-02-03 04:22:00+00:00,2026-02-03 04:35:00+00:00,M1.7,N14E19,14366.0,,2026-02-03T12:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44409/-1,,,2026-02-03,22.0,GOES-P: EXIS 1.0-8.0
2026-02-03T05:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 05:45:00+00:00,2026-02-03 05:55:00+00:00,2026-02-03 06:03:00+00:00,M2.6,N14E15,14366.0,,2026-02-03T12:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44410/-1,,,2026-02-03,18.0,GOES-P: EXIS 1.0-8.0
2026-02-03T06:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 06:43:00+00:00,2026-02-03 07:01:00+00:00,2026-02-03 07:19:00+00:00,M7.2,N14E17,14366.0,,2026-02-03T12:07Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44406/-1,,"[{'messageID': '20260203-AL-002', 'messageIssueTime': '2026-02-03T07:04Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44407/1'}, {'messageID': '20260203-AL-003', 'messageIssueTime': '2026-02-03T12:07Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44408/1'}]",2026-02-03,36.0,GOES-P: EXIS 1.0-8.0
2026-02-03T07:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 07:43:00+00:00,2026-02-03 07:47:00+00:00,2026-02-03 07:52:00+00:00,M3.6,N14E17,14366.0,,2026-02-03T12:14Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44411/-1,,,2026-02-03,9.0,GOES-P: EXIS 1.0-8.0
2026-02-03T09:41:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 09:41:00+00:00,2026-02-03 10:12:00+00:00,2026-02-03 10:28:00+00:00,M3.6,N14E15,14366.0,,2026-02-03T12:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44412/-1,,,2026-02-03,47.0,GOES-P: EXIS 1.0-8.0
2026-02-03T10:56:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 10:56:00+00:00,2026-02-03 11:04:00+00:00,2026-02-03 11:10:00+00:00,M1.3,N14E12,14366.0,,2026-02-03T17:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44425/-1,,,2026-02-03,14.0,GOES-P: EXIS 1.0-8.0
2026-02-03T11:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 11:13:00+00:00,2026-02-03 11:21:00+00:00,2026-02-03 11:26:00+00:00,M1.4,N14E12,14366.0,,2026-02-03T17:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44426/-1,,,2026-02-03,13.0,GOES-P: EXIS 1.0-8.0
2026-02-03T13:58:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 13:58:00+00:00,2026-02-03 14:08:00+00:00,2026-02-03 14:18:00+00:00,X1.5,N14E13,14366.0,,2026-02-03T15:36Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44415/-1,,"[{'messageID': '20260203-AL-004', 'messageIssueTime': '2026-02-03T14:14Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44416/1'}, {'messageID': '20260203-AL-005', 'messageIssueTime': '2026-02-03T14:18Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44417/1'}]",2026-02-03,20.0,GOES-P: EXIS 1.0-8.0
2026-02-03T14:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 14:45:00+00:00,2026-02-03 14:56:00+00:00,2026-02-03 15:03:00+00:00,M7.2,N15E17,14366.0,,2026-02-03T15:11Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44418/-1,,"[{'messageID': '20260203-AL-006', 'messageIssueTime': '2026-02-03T15:02Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44419/1'}, {'messageID': '20260203-AL-007', 'messageIssueTime': '2026-02-03T15:12Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44420/1'}]",2026-02-03,18.0,GOES-P: EXIS 1.0-8.0
2026-02-03T17:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 17:53:00+00:00,2026-02-03 18:08:00+00:00,2026-02-03 18:22:00+00:00,M2.5,N14E10,14366.0,,2026-02-03T18:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44429/-1,,,2026-02-03,29.0,GOES-P: EXIS 1.0-8.0
2026-02-03T22:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 22:31:00+00:00,2026-02-03 22:50:00+00:00,2026-02-03 22:56:00+00:00,M2.0,N12E07,14366.0,,2026-02-03T23:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44430/-1,,,2026-02-03,25.0,GOES-P: EXIS 1.0-8.0
2026-02-03T22:56:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-03 22:56:00+00:00,2026-02-03 23:09:00+00:00,2026-02-03 23:20:00+00:00,M3.4,N14E08,14366.0,,2026-02-03T23:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44431/-1,,,2026-02-03,24.0,GOES-P: EXIS 1.0-8.0
2026-02-04T01:02:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 01:02:00+00:00,2026-02-04 01:10:00+00:00,2026-02-04 01:16:00+00:00,M1.2,N13E04,14366.0,,2026-02-04T01:43Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44432/-1,,,2026-02-04,14.0,GOES-P: EXIS 1.0-8.0
2026-02-04T01:26:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 01:26:00+00:00,2026-02-04 01:39:00+00:00,2026-02-04 01:45:00+00:00,M1.4,N14E06,14366.0,,2026-02-04T02:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44433/-1,,,2026-02-04,19.0,GOES-P: EXIS 1.0-8.0
2026-02-04T01:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 01:45:00+00:00,2026-02-04 01:55:00+00:00,2026-02-04 01:59:00+00:00,M1.4,N14E06,14366.0,,2026-02-04T02:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44434/-1,,,2026-02-04,14.0,GOES-P: EXIS 1.0-8.0
2026-02-04T02:22:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 02:22:00+00:00,2026-02-04 02:30:00+00:00,2026-02-04 02:32:00+00:00,M2.1,N14E05,14366.0,,2026-02-04T02:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44435/-1,,,2026-02-04,10.0,GOES-P: EXIS 1.0-8.0
2026-02-04T02:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 02:32:00+00:00,2026-02-04 02:39:00+00:00,2026-02-04 02:55:00+00:00,M4.9,N14E05,14366.0,,2026-02-04T03:02Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44436/-1,,,2026-02-04,23.0,GOES-P: EXIS 1.0-8.0
2026-02-04T03:48:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 03:48:00+00:00,2026-02-04 03:55:00+00:00,2026-02-04 04:02:00+00:00,M2.1,N14E05,14366.0,,2026-02-04T12:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44440/-1,,,2026-02-04,14.0,GOES-P: EXIS 1.0-8.0
2026-02-04T09:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 09:12:00+00:00,2026-02-04 09:20:00+00:00,2026-02-04 09:23:00+00:00,M1.8,N15E05,14366.0,,2026-02-04T12:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44441/-1,,,2026-02-04,11.0,GOES-P: EXIS 1.0-8.0
2026-02-04T10:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 10:10:00+00:00,2026-02-04 10:12:00+00:00,2026-02-04 10:15:00+00:00,M3.1,N15E05,14366.0,,2026-02-04T12:37Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44442/-1,,,2026-02-04,5.0,GOES-P: EXIS 1.0-8.0
2026-02-04T10:40:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 10:40:00+00:00,2026-02-04 10:46:00+00:00,2026-02-04 10:51:00+00:00,M1.5,N14E02,14366.0,,2026-02-04T12:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44443/-1,,,2026-02-04,11.0,GOES-P: EXIS 1.0-8.0
2026-02-04T10:59:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 10:59:00+00:00,2026-02-04 11:05:00+00:00,2026-02-04 11:11:00+00:00,M1.7,N13E02,14366.0,,2026-02-04T12:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44444/-1,,,2026-02-04,12.0,GOES-P: EXIS 1.0-8.0
2026-02-04T11:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 11:31:00+00:00,2026-02-04 11:35:00+00:00,2026-02-04 11:41:00+00:00,M1.1,N16E05,14366.0,,2026-02-04T12:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44445/-1,,,2026-02-04,10.0,GOES-P: EXIS 1.0-8.0
2026-02-04T12:02:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 12:02:00+00:00,2026-02-04 12:13:00+00:00,2026-02-04 12:18:00+00:00,X4.2,N16E06,14366.0,,2026-02-04T12:27Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44437/-1,,"[{'messageID': '20260204-AL-001', 'messageIssueTime': '2026-02-04T12:13Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44438/1'}, {'messageID': '20260204-AL-002', 'messageIssueTime': '2026-02-04T12:28Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44439/1'}]",2026-02-04,16.0,GOES-P: EXIS 1.0-8.0
2026-02-04T15:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-04 15:25:00+00:00,2026-02-04 15:34:00+00:00,2026-02-04 15:55:00+00:00,M1.8,N14W03,14366.0,,2026-02-04T16:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44453/-1,,,2026-02-04,30.0,GOES-P: EXIS 1.0-8.0
2026-02-05T03:55:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 03:55:00+00:00,2026-02-05 04:21:00+00:00,2026-02-05 04:25:00+00:00,M2.5,N14W09,14366.0,,2026-02-05T12:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44474/-1,,,2026-02-05,30.0,GOES-P: EXIS 1.0-8.0
2026-02-05T04:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 04:25:00+00:00,2026-02-05 04:36:00+00:00,2026-02-05 04:41:00+00:00,M2.7,N14W09,14366.0,,2026-02-05T12:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44475/-1,,,2026-02-05,16.0,GOES-P: EXIS 1.0-8.0
2026-02-05T06:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 06:13:00+00:00,2026-02-05 06:19:00+00:00,2026-02-05 06:27:00+00:00,M1.3,N10W14,14366.0,,2026-02-05T12:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44476/-1,,,2026-02-05,14.0,GOES-P: EXIS 1.0-8.0
2026-02-05T08:19:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 08:19:00+00:00,2026-02-05 08:33:00+00:00,2026-02-05 08:38:00+00:00,M1.0,N15W10,14366.0,Double peaked flare with following M1.2 peak at 2026-02-05T08:46Z.,2026-02-05T12:43Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44477/-1,,,2026-02-05,19.0,GOES-P: EXIS 1.0-8.0
2026-02-05T08:38:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 08:38:00+00:00,2026-02-05 08:46:00+00:00,2026-02-05 08:50:00+00:00,M1.2,N14W12,14366.0,Double peaked flare with preceeding M1.0 peak at 2026-02-05T08:33Z.,2026-02-05T12:43Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44478/-1,,,2026-02-05,12.0,GOES-P: EXIS 1.0-8.0
2026-02-05T12:42:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 12:42:00+00:00,2026-02-05 12:52:00+00:00,2026-02-05 12:59:00+00:00,C6.0,S18W15,14362.0,,2026-02-05T19:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44499/-1,[{'activityID': '2026-02-05T13:26:00-CME-001'}],,2026-02-05,17.0,GOES-P: EXIS 1.0-8.0
2026-02-05T12:59:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 12:59:00+00:00,2026-02-05 13:04:00+00:00,2026-02-05 13:09:00+00:00,M1.6,N14W15,14366.0,,2026-02-05T13:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44481/-1,,,2026-02-05,10.0,GOES-P: EXIS 1.0-8.0
2026-02-05T15:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 15:08:00+00:00,2026-02-05 15:13:00+00:00,2026-02-05 15:20:00+00:00,M1.8,S18W17,14362.0,"Simultaneous, but more minor, flaring is observed from Active Region 14366 (N14W16) at this time.",2026-02-05T15:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44485/-1,[{'activityID': '2026-02-05T15:48:00-CME-001'}],,2026-02-05,12.0,GOES-P: EXIS 1.0-8.0
2026-02-05T16:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 16:20:00+00:00,2026-02-05 16:30:00+00:00,2026-02-05 16:35:00+00:00,M1.6,N14W17,14366.0,Double peaked flare followed by M1.3 peaking at 2026-02-05T16:39Z.,2026-02-05T17:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44486/-1,,,2026-02-05,15.0,GOES-P: EXIS 1.0-8.0
2026-02-05T16:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 16:35:00+00:00,2026-02-05 16:39:00+00:00,2026-02-05 16:41:00+00:00,M1.3,N15W16,14366.0,Double peaked flare preceeded by M1.6 peaking at 2026-02-05T16:30Z.,2026-02-05T17:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44487/-1,,,2026-02-05,6.0,GOES-P: EXIS 1.0-8.0
2026-02-05T17:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 17:31:00+00:00,2026-02-05 17:41:00+00:00,2026-02-05 17:56:00+00:00,M1.5,N14W17,14366.0,,2026-02-05T18:15Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44490/-1,,,2026-02-05,25.0,GOES-P: EXIS 1.0-8.0
2026-02-05T19:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 19:28:00+00:00,2026-02-05 19:34:00+00:00,2026-02-05 19:38:00+00:00,M2.2,S18W19,14362.0,,2026-02-05T19:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44505/-1,[{'activityID': '2026-02-05T20:00:00-CME-001'}],,2026-02-05,10.0,GOES-P: EXIS 1.0-8.0
2026-02-05T22:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-05 22:10:00+00:00,2026-02-05 22:17:00+00:00,2026-02-05 22:20:00+00:00,M1.1,S23W70,14372.0,,2026-02-05T22:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44511/-1,,,2026-02-05,10.0,GOES-P: EXIS 1.0-8.0
2026-02-08T11:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-08 11:13:00+00:00,2026-02-08 11:18:00+00:00,2026-02-08 11:21:00+00:00,M1.8,N18W50,14366.0,,2026-02-08T13:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44553/-1,,,2026-02-08,8.0,GOES-P: EXIS 1.0-8.0
2026-02-08T11:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-08 11:32:00+00:00,2026-02-08 11:43:00+00:00,2026-02-08 11:59:00+00:00,M1.7,N18W49,14366.0,,2026-02-08T13:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44554/-1,,,2026-02-08,27.0,GOES-P: EXIS 1.0-8.0
